SOURCE_NUMBER,NAME,RA,DEC,Uncert (arcmin),REDSHIFT,REDSHIFT_FLAG,FLUX_1P4_GHZ,RMAG,XRAY_FLUX,OBJECT_TYPE,LII,BII,FLUX_143_GHZ,GR_PHOTON_FLUX,RO_SPECTRAL_INDEX
313,[MML2015] 5BZB J0159-2740,29.930583,-27.677278,0.016666667,,,103,15.9,3.80E-13,BL LAC,218.942755,-74.846503,0,6.00E-10,0.379
818,[MML2015] 5BZQ J0601-2736,90.452958,-27.606108,0.016666667,1.664,,151,18.5,1.40E-13,QSO RLOUD FLAT RADIO SP.,233.548932,-22.37958,0,,0.616
3383,[MML2015] 5BZQ J2256-2735,344.000667,-27.598919,0.016666667,1.751,,425,18.9,,QSO RLOUD FLAT RADIO SP.,25.157324,-64.424428,0,,0.741
280,[MML2015] 5BZQ J0145-2733,26.264125,-27.559528,0.016666667,1.148,,923,17.5,5.00E-13,QSO RLOUD FLAT RADIO SP.,218.086563,-78.091108,894,2.10E-09,0.699
438,[MML2015] 5BZQ J0250-2731,42.559958,-27.524669,0.016666667,1.132,,103,18.2,,QSO RLOUD FLAT RADIO SP.,220.713213,-63.674605,0,,0.569
2498,[MML2015] 5BZB J1522-2730,230.657,-27.503,0.016666667,1.297,?,1107,17.7,6.50E-13,BL LAC,339.584035,24.406278,0,3.50E-09,0.642
282,[MML2015] 5BZQ J0146-2727,26.667792,-27.461169,0.016666667,1.732,,70,20.5,,QSO RLOUD FLAT RADIO SP.,217.65667,-77.730898,0,,0.727
3379,[MML2015] 5BZB J2254-2725,343.721708,-27.419139,0.016666667,0.333,,53,17.8,,BL LAC,25.510534,-64.159735,0,,0.454
106,[MML2015] 5BZB J0040-2719,10.068333,-27.319889,0.016666667,0.172,,160,18,2.82E-12,BL LAC,27.879073,-87.51071,0,,0.65
1675,[MML2015] 5BZQ J1120-2719,170.067458,-27.318439,0.016666667,1.881,,474,18.2,,QSO RLOUD FLAT RADIO SP.,279.174591,31.313331,0,,0.686
3291,[MML2015] 5BZQ J2219-2719,334.897167,-27.317578,0.016666667,3.634,,304,19.9,,QSO RLOUD FLAT RADIO SP.,23.680483,-56.375819,0,,0.779
176,[MML2015] 5BZQ J0106-2718,16.608667,-27.303278,0.016666667,2.486,,455,18.6,,QSO RLOUD FLAT RADIO SP.,216.793441,-86.66142,0,,0.723
2515,[MML2015] 5BZQ J1532-2716,233.010708,-27.277189,0.016666667,0.89,,142,18.7,,QSO RLOUD FLAT RADIO SP.,341.542249,23.305759,0,,0.636
1656,[MML2015] 5BZB J1112-2712,168.163792,-27.205419,0.016666667,,,140,18.8,,BL LAC,277.325882,30.708475,0,,0.603
265,[MML2015] 5BZQ J0138-2711,24.540917,-27.191078,0.016666667,2.999,,261,19.9,,QSO RLOUD FLAT RADIO SP.,215.950512,-79.610157,0,,0.776
1463,[MML2015] 5BZB J1019-2708,154.785292,-27.148808,0.016666667,,,180,19.2,,BL LAC,265.830041,24.541559,0,,0.72
2572,[MML2015] 5BZQ J1554-2704,238.51025,-27.077828,0.016666667,2.145,,1394,18.9,,QSO RLOUD FLAT RADIO SP.,345.676042,20.265586,0,,0.805
3356,[MML2015] 5BZQ J2248-2702,342.151667,-27.048778,0.016666667,2.75,,89,21,5.00E-14,QSO RLOUD FLAT RADIO SP.,25.967486,-62.72997,0,,0.774
219,[MML2015] 5BZB J0120-2701,20.131917,-27.023528,0.016666667,,,934,15.5,7.20E-13,BL LAC,213.66349,-83.524648,431,4.30E-09,0.516
2265,[MML2015] 5BZG J1407-2701,211.873958,-27.017858,0.016666667,0.022,,646,9.7,2.24E-12,BL LAC-GALAXY DOMINATED,323.144359,32.851186,0,,-0.005
2272,[MML2015] 5BZQ J1409-2657,212.459,-26.960278,0.016666667,2.43,,270,20.5,,QSO RLOUD FLAT RADIO SP.,323.749223,32.722651,0,,0.827
87,[MML2015] 5BZQ J0032-2649,8.1375,-26.821719,0.016666667,1.47,,135,18.4,1.50E-13,QSO RLOUD FLAT RADIO SP.,36.024234,-85.780853,0,,0.589
167,[MML2015] 5BZQ J0102-2646,15.73475,-26.776689,0.016666667,1.597,,291,17.5,5.10E-13,QSO RLOUD FLAT RADIO SP.,205.774743,-87.413097,0,,0.593
3398,[MML2015] 5BZQ J2300-2644,345.10625,-26.739669,0.016666667,1.476,,712,18.4,,QSO RLOUD FLAT RADIO SP.,27.429081,-65.304752,0,,0.736
2133,[MML2015] 5BZG J1329-2640,202.336667,-26.672558,0.016666667,0.05,,102,14.7,,BL LAC-GALAXY DOMINATED,313.33521,35.432234,0,,0.254
2144,[MML2015] 5BZQ J1331-2639,202.798708,-26.652669,0.016666667,0.883,,179,16.8,3.60E-13,QSO RLOUD FLAT RADIO SP.,313.837626,35.375755,0,,0.504
115,[MML2015] 5BZU J0043-2639,10.844667,-26.651669,0.016666667,0.451,,78,17.3,3.70E-13,BLAZAR UNCERTAIN TYPE,47.328465,-88.140937,0,,0.422
3106,[MML2015] 5BZB J2038-2636,309.687417,-26.608808,0.016666667,0.437,,6,19.5,1.95E-12,BL LAC,17.875383,-34.288103,0,,0.441
2095,[MML2015] 5BZQ J1321-2636,200.3085,-26.602828,0.016666667,2.027,,510,21.4,,QSO RLOUD FLAT RADIO SP.,311.148164,35.79311,0,,0.948
1830,[MML2015] 5BZQ J1205-2634,181.388333,-26.567919,0.016666667,0.789,,1654,19.3,6.30E-13,QSO RLOUD FLAT RADIO SP.,290.362174,35.18138,0,8.00E-10,0.858
3119,[MML2015] 5BZQ J2050-2628,312.602875,-26.471828,0.016666667,1.633,,316,20,,QSO RLOUD FLAT RADIO SP.,18.901861,-36.762713,242,,0.795
694,[MML2015] 5BZQ J0448-2626,72.099792,-26.437439,0.016666667,1.764,,164,19.6,2.20E-13,QSO RLOUD FLAT RADIO SP.,226.621329,-37.631867,0,,0.723
878,[MML2015] 5BZB J0635-2620,98.837083,-26.344419,0.016666667,,,,19.1,,BL LAC,235.212893,-14.968969,249,,0.708
2172,[MML2015] 5BZQ J1339-2620,204.832833,-26.341808,0.016666667,1.51,?,702,18.7,,QSO RLOUD FLAT RADIO SP.,316.099808,35.302336,0,,0.765
1286,[MML2015] 5BZQ J0921-2618,140.37225,-26.312058,0.016666667,2.3,,1290,18.2,,QSO RLOUD FLAT RADIO SP.,255.072906,16.479899,544,,0.76
1857,[MML2015] 5BZB J1213-2618,183.345792,-26.301939,0.016666667,0.278,,7,17.6,3.80E-12,BL LAC,292.406769,35.790859,0,5.00E-10,0.244
593,[MML2015] 5BZB J0402-2615,60.503208,-26.260919,0.016666667,,,145,18.8,1.40E-13,BL LAC,223.051455,-47.687657,0,5.00E-10,0.642
587,[MML2015] 5BZB J0359-2615,59.890292,-26.258689,0.016666667,,,796,20.6,,BL LAC,222.874077,-48.224334,0,,0.964
875,[MML2015] 5BZQ J0632-2614,98.027167,-26.236889,0.016666667,0.717,,432,19.3,,QSO RLOUD FLAT RADIO SP.,234.815079,-15.59473,0,,0.734
760,[MML2015] 5BZQ J0523-2614,80.826958,-26.236,0.016666667,3.109,,1355,17.8,,QSO RLOUD FLAT RADIO SP.,229.032619,-30.069221,0,,0.752
33,[MML2015] 5BZQ J0011-2612,2.755042,-26.208889,0.016666667,1.096,,210,18.8,,QSO RLOUD FLAT RADIO SP.,36.458208,-80.926331,0,,0.691
503,[MML2015] 5BZB J0316-2607,49.062208,-26.132558,0.016666667,0.443,,21,17,3.05E-12,BL LAC,219.564471,-57.734739,0,6.00E-10,0.278
1235,[MML2015] 5BZQ J0904-2552,136.217458,-25.881058,0.016666667,1.635,,412,17.4,,QSO RLOUD FLAT RADIO SP.,252.185763,13.960559,0,,0.595
61,[MML2015] 5BZB J0021-2550,5.385542,-25.847,0.016666667,,,69,17.5,1.80E-13,BL LAC,42.090772,-83.190165,0,9.00E-10,0.508
1981,[MML2015] 5BZQ J1246-2547,191.694958,-25.797028,0.016666667,0.635,,1165,15.9,1.32E-12,QSO RLOUD FLAT RADIO SP.,301.617983,37.062837,0,8.70E-09,0.61
3338,[MML2015] 5BZB J2243-2544,340.86,-25.741858,0.016666667,0.774,,1102,17.2,6.80E-13,BL LAC,28.354548,-61.38965,323,1.60E-09,0.635
844,[MML2015] 5BZQ J0614-2536,93.571708,-25.614858,0.016666667,2.15,,419,19,,QSO RLOUD FLAT RADIO SP.,232.61875,-19.065696,0,,0.738
1554,[MML2015] 5BZB J1046-2535,161.714292,-25.596439,0.016666667,0.254,,13,18.3,1.87E-12,BL LAC,270.583074,29.337425,0,,0.408
1686,[MML2015] 5BZQ J1122-2532,170.523917,-25.542719,0.016666667,2.36,,246,18,,QSO RLOUD FLAT RADIO SP.,278.769474,33.102955,0,,0.616
561,[MML2015] 5BZQ J0343-2530,55.831292,-25.504828,0.016666667,1.419,,503,18.3,1.50E-13,QSO RLOUD FLAT RADIO SP.,220.532431,-51.635284,0,4.00E-10,0.71
3278,[MML2015] 5BZQ J2213-2529,333.260417,-25.491689,0.016666667,1.833,,1210,18.8,,QSO RLOUD FLAT RADIO SP.,26.39874,-54.611421,465,7.00E-10,0.821
2667,[MML2015] 5BZU J1625-2527,246.445333,-25.460639,0.016666667,0.786,,2521,20.6,3.60E-13,BLAZAR UNCERTAIN TYPE,352.14036,16.318704,1380,8.20E-09,0.929
536,[MML2015] 5BZQ J0331-2524,52.787208,-25.411997,0.016666667,2.69,,320,18.2,,QSO RLOUD FLAT RADIO SP.,219.434233,-54.304667,0,,0.658
3058,[MML2015] 5BZQ J2010-2523,302.582292,-25.399808,0.016666667,0.825,,59,19.4,1.71E-12,QSO RLOUD FLAT RADIO SP.,17.000047,-27.833136,0,,0.591
2418,[MML2015] 5BZQ J1453-2522,223.434208,-25.379858,0.016666667,1.202,,90,18,,QSO RLOUD FLAT RADIO SP.,334.907517,29.792041,0,,0.536
827,[MML2015] 5BZB J0607-2518,91.809917,-25.316528,0.016666667,0.275,,12,17.7,1.91E-12,BL LAC,231.705744,-20.437082,0,,0.336
3179,[MML2015] 5BZB J2131-2515,322.963708,-25.266108,0.016666667,,,11,18.5,2.80E-12,BL LAC,23.554389,-45.486976,0,,0.367
854,[MML2015] 5BZU J0620-2515,95.133792,-25.254858,0.016666667,1.9,?,1214,18.5,,BLAZAR UNCERTAIN TYPE,232.823259,-17.622818,337,,0.686
738,[MML2015] 5BZB J0509-2514,77.416042,-25.234328,0.016666667,0.264,,4,19,1.21E-12,BL LAC,226.836464,-32.701652,0,,0.411
2327,[MML2015] 5BZQ J1425-2513,216.346,-25.218608,0.016666667,1.884,,226,19.4,,QSO RLOUD FLAT RADIO SP.,328.383652,32.968315,0,,0.716
133,[MML2015] 5BZQ J0049-2509,12.3905,-25.159439,0.016666667,1.472,,95,21.5,5.00E-14,QSO RLOUD FLAT RADIO SP.,110.757905,-87.986686,0,,0.818
1590,[MML2015] 5BZQ J1057-2509,164.4755,-25.158078,0.016666667,0.593,,333,19,5.10E-13,QSO RLOUD FLAT RADIO SP.,272.804525,30.988922,0,,0.722
3110,[MML2015] 5BZQ J2040-2507,310.0365,-25.129639,0.016666667,1.574,,613,19.4,9.00E-14,QSO RLOUD FLAT RADIO SP.,19.698826,-34.170734,0,,0.806
653,[MML2015] 5BZB J0430-2507,67.566708,-25.127469,0.016666667,,,107,18.8,9.00E-14,BL LAC,223.614971,-41.23585,0,4.00E-10,0.677
2424,[MML2015] 5BZQ J1454-2505,223.694542,-25.086808,0.016666667,1.216,,465,19.4,,QSO RLOUD FLAT RADIO SP.,335.315835,29.918246,0,,0.756
769,[MML2015] 5BZQ J0530-2503,82.533167,-25.058308,0.016666667,2.778,,1162,17.7,2.80E-13,QSO RLOUD FLAT RADIO SP.,228.299216,-28.240996,0,,0.728
1722,[MML2015] 5BZB J1133-2501,173.314,-25.019308,0.016666667,,,81,18.5,,BL LAC,281.334058,34.552266,0,,0.565
679,[MML2015] 5BZB J0440-2459,70.077333,-24.992808,0.016666667,0.6,?,13,17.9,2.09E-12,BL LAC CANDIDATE,224.231003,-39.00683,0,,0.296
98,[MML2015] 5BZQ J0038-2459,9.561333,-24.983939,0.016666667,0.498,,413,19.1,1.37E-12,QSO RLOUD FLAT RADIO SP.,68.091857,-86.342835,508,8.00E-10,0.761
144,[MML2015] 5BZB J0054-2455,13.69475,-24.924719,0.016666667,,,24,16.9,1.83E-12,BL LAC,141.926429,-87.672173,0,4.00E-10,0.29
1375,[MML2015] 5BZQ J0952-2453,148.131833,-24.897469,0.016666667,2.625,,210,19.1,,QSO RLOUD FLAT RADIO SP.,259.255607,22.430921,0,,0.687
3268,[MML2015] 5BZU J2209-2453,332.345625,-24.892439,0.016666667,0.159,,455,17.3,4.70E-13,BLAZAR UNCERTAIN TYPE,27.103322,-53.676537,0,,0.556
3549,[MML2015] 5BZQ J2357-2451,359.349375,-24.850889,0.016666667,1.614,,170,19.3,,QSO RLOUD FLAT RADIO SP.,40.532676,-77.651107,0,,0.695
1751,[MML2015] 5BZQ J1146-2447,176.533708,-24.792469,0.016666667,1.94,,1434,17,,QSO RLOUD FLAT RADIO SP.,284.606266,35.744619,0,,0.688
597,[MML2015] 5BZQ J0403-2444,60.923917,-24.735689,0.016666667,0.598,,167,19.6,,QSO RLOUD FLAT RADIO SP.,220.9879,-46.970362,0,,0.729
553,[MML2015] 5BZB J0338-2443,54.552042,-24.730639,0.016666667,0.251,,13,18.6,1.06E-12,BL LAC,218.891265,-52.59732,0,,0.481
216,[MML2015] 5BZB J0117-2443,19.445792,-24.726028,0.016666667,0.279,,10,17,1.97E-12,BL LAC,192.321912,-83.609287,0,,0.235
2587,[MML2015] 5BZQ J1559-2442,239.9225,-24.710778,0.016666667,2.815,,707,18.7,1.30E-13,QSO RLOUD FLAT RADIO SP.,348.402914,21.107605,0,,0.732
3188,[MML2015] 5BZQ J2138-2439,324.654917,-24.665139,0.016666667,0.819,?,441,19.1,1.80E-13,QSO RLOUD FLAT RADIO SP.,24.930811,-46.829725,204,,0.755
2029,[MML2015] 5BZQ J1259-2436,194.802625,-24.601528,0.016666667,2.263,,638,17.9,,QSO RLOUD FLAT RADIO SP.,305.181375,38.236271,0,,0.672
3527,[MML2015] 5BZB J2350-2436,357.597208,-24.600828,0.016666667,0.193,,6,16.2,1.21E-12,BL LAC,39.952552,-76.045464,0,,0.136
1591,[MML2015] 5BZQ J1057-2433,164.480833,-24.563578,0.016666667,1.086,,1106,18.7,,QSO RLOUD FLAT RADIO SP.,272.465341,31.507929,0,,0.773
1942,[MML2015] 5BZG J1234-2432,188.707208,-24.542469,0.016666667,0.182,,29,14.1,,BL LAC-GALAXY DOMINATED,298.125804,38.174235,0,,0.122
1622,[MML2015] 5BZQ J1104-2431,166.192417,-24.523828,0.016666667,1.666,,586,19.1,,QSO RLOUD FLAT RADIO SP.,274.047089,32.296919,0,,0.768
263,[MML2015] 5BZQ J0137-2430,24.40975,-24.514969,0.016666667,0.835,,1181,15.9,1.29E-12,QSO RLOUD FLAT RADIO SP.,201.393096,-79.284319,1812,1.00E-09,0.588
596,[MML2015] 5BZB J0403-2429,60.852292,-24.497169,0.016666667,0.357,,7,18.5,2.32E-12,BL LAC,220.625621,-46.975262,0,,0.372
2488,[MML2015] 5BZB J1517-2422,229.424208,-24.372078,0.016666667,0.048,,2042,12.6,1.05E-12,BL LAC,340.680618,27.578038,1609,5.20E-09,0.33
2290,[MML2015] 5BZB J1416-2418,214.050708,-24.303719,0.016666667,0.136,,73,14.6,7.00E-13,BL LAC,326.540427,34.652322,0,3.00E-10,0.236
171,[MML2015] 5BZQ J0104-2416,16.242458,-24.274558,0.016666667,1.747,,235,19.9,,QSO RLOUD FLAT RADIO SP.,170.565562,-85.824853,617,8.00E-10,0.784
3008,[MML2015] 5BZQ J1934-2416,293.720208,-24.273439,0.016666667,1.543,,230,17.2,,QSO RLOUD FLAT RADIO SP.,15.125735,-19.896353,0,,0.54
525,[MML2015] 5BZQ J0325-2415,51.30575,-24.263358,0.016666667,1.161,,182,19,,QSO RLOUD FLAT RADIO SP.,216.983104,-55.369894,0,,0.693
468,[MML2015] 5BZB J0303-2407,45.860417,-24.119828,0.016666667,0.266,?,700,15.4,5.78E-12,BL LAC,214.621358,-60.17736,0,6.70E-09,0.431
870,[MML2015] 5BZB J0630-2406,97.747958,-24.112828,0.016666667,,,105,16,1.12E-12,BL LAC,232.687803,-14.990536,0,3.40E-09,0.349
1844,[MML2015] 5BZQ J1209-2406,182.260208,-24.105778,0.016666667,1.299,,561,16.7,,QSO RLOUD FLAT RADIO SP.,290.671409,37.754533,0,,0.591
905,[MML2015] 5BZB J0656-2403,104.094458,-24.055419,0.016666667,0.371,,104,19.1,1.10E-13,BL LAC,235.088192,-9.692035,0,,0.534
2170,[MML2015] 5BZU J1339-2401,204.75725,-24.020558,0.016666667,0.657,?,502,18.9,,BLAZAR UNCERTAIN TYPE,316.677404,37.577647,0,6.00E-10,0.703
535,[MML2015] 5BZQ J0329-2357,52.475292,-23.952439,0.016666667,0.895,,683,19.4,,QSO RLOUD FLAT RADIO SP.,216.888467,-54.259348,499,,0.837
2986,[MML2015] 5BZQ J1920-2351,290.201792,-23.859189,0.016666667,1.345,,64,18.6,,QSO RLOUD FLAT RADIO SP.,14.25001,-16.765726,0,,0.533
2979,[MML2015] 5BZQ J1915-2347,288.9365,-23.784169,0.016666667,1.34,,55,17,,QSO RLOUD FLAT RADIO SP.,13.850964,-15.670916,0,,0.398
3486,[MML2015] 5BZU J2333-2343,353.480167,-23.727969,0.016666667,0.048,,782,11.4,4.37E-12,BLAZAR UNCERTAIN TYPE,39.627355,-72.190299,694,,0.181
665,[MML2015] 5BZB J0434-2342,68.620708,-23.701469,0.016666667,,,50,20.9,,BL LAC,222.148965,-39.926258,0,4.00E-10,0.923
1587,[MML2015] 5BZQ J1057-2342,164.35175,-23.700469,0.016666667,1.125,,141,20.8,,QSO RLOUD FLAT RADIO SP.,271.83805,32.197085,0,,0.796
107,[MML2015] 5BZG J0040-2340,10.103708,-23.666828,0.016666667,0.213,?,53,17.3,9.00E-14,BL LAC-GALAXY DOMINATED,86.607729,-85.736742,0,,0.388
3193,[MML2015] 5BZG J2140-2339,325.063167,-23.661108,0.016666667,0.313,,4,16.7,1.93E-12,BL LAC-GALAXY DOMINATED,26.489756,-46.937095,0,,0.104
23,[MML2015] 5BZB J0008-2339,2.147417,-23.657719,0.016666667,0.147,,36,16.8,2.42E-12,BL LAC,50.302174,-79.724132,0,3.00E-10,0.429
22,[MML2015] 5BZQ J0008-2339,2.0015,-23.654969,0.016666667,1.412,,375,15.8,3.00E-13,QSO RLOUD FLAT RADIO SP.,50.038891,-79.599077,0,,0.499
762,[MML2015] 5BZQ J0525-2338,81.277125,-23.636328,0.016666667,3.1,,398,17.7,2.70E-13,QSO RLOUD FLAT RADIO SP.,226.345861,-28.863565,418,,0.632
1173,[MML2015] 5BZU J0847-2337,131.756542,-23.617169,0.016666667,0.059,,145,13,2.42E-12,BLAZAR UNCERTAIN TYPE,247.776525,12.202987,0,1.00E-09,0.109
3253,[MML2015] 5BZQ J2202-2335,330.733292,-23.586169,0.016666667,2.12,,502,18.7,,QSO RLOUD FLAT RADIO SP.,28.636496,-51.94184,0,,0.744
2412,[MML2015] 5BZQ J1451-2329,222.760458,-23.491969,0.016666667,2.215,,439,16.6,,QSO RLOUD FLAT RADIO SP.,335.444389,31.72272,0,,0.536
1617,[MML2015] 5BZB J1103-2329,165.906708,-23.491939,0.016666667,0.186,,120,15.9,2.09E-11,BL LAC,273.189717,33.07938,0,5.00E-10,0.318
712,[MML2015] 5BZQ J0457-2324,74.26325,-23.414439,0.016666667,1.003,,1727,17.9,6.00E-13,QSO RLOUD FLAT RADIO SP.,223.710441,-34.896773,1276,2.27E-08,0.791
229,[MML2015] 5BZB J0123-2310,20.90975,-23.182939,0.016666667,0.404,,27,17.6,5.59E-12,BL LAC CANDIDATE,186.257753,-81.716788,0,,0.339
2028,[MML2015] 5BZU J1259-2310,194.785208,-23.177419,0.016666667,0.481,,482,18.1,,BLAZAR UNCERTAIN TYPE,305.231657,39.659931,0,,0.623
2516,[MML2015] 5BZQ J1532-2310,233.130625,-23.175808,0.016666667,2.289,,139,19.7,,QSO RLOUD FLAT RADIO SP.,344.498597,26.410715,0,,0.682
3048,[MML2015] 5BZQ J2005-2310,301.485792,-23.174169,0.016666667,0.833,?,325,18.8,1.50E-13,QSO RLOUD FLAT RADIO SP.,18.985032,-26.152608,223,1.60E-09,0.68
838,[MML2015] 5BZQ J0610-2301,92.661625,-23.029389,0.016666667,2.854,,361,18.8,,QSO RLOUD FLAT RADIO SP.,229.755243,-18.868375,0,,0.692
3112,[MML2015] 5BZQ J2042-2255,310.726,-22.933308,0.016666667,2.12,,236,20.3,1.80E-13,QSO RLOUD FLAT RADIO SP.,22.458506,-34.110464,0,,0.802
268,[MML2015] 5BZQ J0138-2254,24.739458,-22.913139,0.016666667,1.895,,512,17.6,,QSO RLOUD FLAT RADIO SP.,194.144479,-78.446059,0,,0.652
2560,[MML2015] 5BZB J1548-2251,237.207375,-22.850689,0.016666667,0.192,?,146,15.9,6.21E-12,BL LAC,347.845653,24.168271,0,1.20E-09,0.319
1748,[MML2015] 5BZQ J1145-2250,176.341833,-22.842028,0.016666667,1.141,,653,20.1,,QSO RLOUD FLAT RADIO SP.,283.636045,37.541601,0,,0.883
121,[MML2015] 5BZQ J0045-2243,11.414958,-22.731969,0.016666667,1.538,,156,16.7,5.20E-13,QSO RLOUD FLAT RADIO SP.,106.030493,-85.412866,0,,0.48
1136,[MML2015] 5BZQ J0834-2241,128.684042,-22.686889,0.016666667,1.064,,110,19.9,,QSO RLOUD FLAT RADIO SP.,245.306676,10.476138,0,,0.71
796,[MML2015] 5BZQ J0544-2241,86.0315,-22.686108,0.016666667,1.537,,133,14.6,3.30E-13,QSO RLOUD FLAT RADIO SP.,227.009564,-24.430036,0,,0.317
2623,[MML2015] 5BZQ J1612-2239,243.118333,-22.663078,0.016666667,1.54,,96,19.5,,QSO RLOUD FLAT RADIO SP.,352.157364,20.44806,0,,0.637
1146,[MML2015] 5BZQ J0836-2233,129.2115,-22.552808,0.016666667,0.837,,464,15.9,7.10E-13,QSO RLOUD FLAT RADIO SP.,245.483851,10.950192,393,,0.485
1565,[MML2015] 5BZQ J1049-2231,162.341125,-22.51875,0.016666667,1.609,,232,19.7,,QSO RLOUD FLAT RADIO SP.,269.244614,32.249179,0,,0.741
1112,[MML2015] 5BZB J0826-2230,126.506542,-22.507558,0.016666667,0.91,,519,15,1.32E-12,BL LAC,243.990246,8.930218,493,4.50E-09,0.376
1809,[MML2015] 5BZU J1159-2228,179.796958,-22.476919,0.016666667,0.565,?,1178,19.4,6.60E-13,BLAZAR UNCERTAIN TYPE,287.385238,38.812315,0,1.30E-09,0.765
3551,[MML2015] 5BZB J2357-1718,359.373667,-17.301469,0.016666667,,,44,16.9,1.35E-11,BL LAC,68.406276,-74.133121,0,,0.343
1123,[MML2015] 5BZQ J0831-2228,127.788083,-22.474108,0.016666667,1.599,,207,18.6,,QSO RLOUD FLAT RADIO SP.,244.645366,9.922927,0,,0.638
73,[MML2015] 5BZQ J0025-2227,6.351,-22.463219,0.016666667,0.834,,202,18.7,,QSO RLOUD FLAT RADIO SP.,69.820039,-82.474436,0,,0.672
3113,[MML2015] 5BZQ J2042-2223,310.738667,-22.390808,0.016666667,3.63,,134,19.2,,QSO RLOUD FLAT RADIO SP.,23.084379,-33.951057,0,,0.634
877,[MML2015] 5BZQ J0633-2223,98.3615,-22.389639,0.016666667,1.508,,358,18.3,,QSO RLOUD FLAT RADIO SP.,231.29295,-13.781535,0,,0.652
240,[MML2015] 5BZQ J0126-2222,21.5625,-22.376,0.016666667,0.717,,612,18.3,2.30E-13,QSO RLOUD FLAT RADIO SP.,183.79628,-80.782155,0,,0.689
832,[MML2015] 5BZQ J0608-2220,92.248708,-22.339139,0.016666667,1.926,,678,20.5,1.20E-13,QSO RLOUD FLAT RADIO SP.,228.927381,-18.959148,456,,0.89
3416,[MML2015] 5BZG J2308-2219,347.19525,-22.330308,0.016666667,0.137,,6,14.8,4.27E-12,BL LAC-GALAXY DOMINATED,38.921294,-66.245602,0,,-0.003
2995,[MML2015] 5BZB J1925-2219,291.41575,-22.326419,0.016666667,,,445,17.4,,BL LAC,16.180192,-17.199936,0,,0.588
2026,[MML2015] 5BZQ J1258-2219,194.726958,-22.325308,0.016666667,1.303,,793,18.8,,QSO RLOUD FLAT RADIO SP.,305.204374,40.513478,420,2.00E-09,0.772
444,[MML2015] 5BZQ J0252-2219,43.19975,-22.32375,0.016666667,1.419,,443,19.8,3.70E-13,QSO RLOUD FLAT RADIO SP.,209.748942,-62.095601,294,5.00E-09,0.821
2318,[MML2015] 5BZQ J1423-2218,215.92,-22.304858,0.016666667,1.204,,377,19.4,,QSO RLOUD FLAT RADIO SP.,329.460758,35.770432,0,,0.758
504,[MML2015] 5BZB J0316-2216,49.140583,-22.270219,0.016666667,0.228,,4,17.3,1.38E-12,BL LAC,212.63091,-56.796484,0,,0.228
149,[MML2015] 5BZB J0057-2212,14.330208,-22.210308,0.016666667,,,98,20.6,6.00E-14,BL LAC,138.447879,-84.903866,0,,0.81
798,[MML2015] 5BZB J0546-2204,86.7365,-22.082139,0.016666667,0.247,,12,17.7,4.50E-13,BL LAC CANDIDATE,226.646062,-23.605731,0,,0.282
2369,[MML2015] 5BZQ J1438-2204,219.539458,-22.081858,0.016666667,1.187,,770,17.3,,QSO RLOUD FLAT RADIO SP.,333.228348,34.43558,334,,0.644
3529,[MML2015] 5BZQ J2351-2203,357.941708,-22.052669,0.016666667,2.054,,138,20.3,,QSO RLOUD FLAT RADIO SP.,50.212354,-75.52974,0,,0.766
533,[MML2015] 5BZQ J0327-2202,51.999667,-22.035108,0.016666667,2.22,,641,19.2,,QSO RLOUD FLAT RADIO SP.,213.526462,-54.186875,0,,0.804
847,[MML2015] 5BZQ J0617-2200,94.2585,-22.007808,0.016666667,2.316,,216,17.8,,QSO RLOUD FLAT RADIO SP.,229.359652,-17.113965,0,,0.568
1417,[MML2015] 5BZQ J1006-2159,151.693333,-21.989,0.016666667,0.33,,231,16.3,4.40E-13,QSO RLOUD FLAT RADIO SP.,259.800628,26.776764,0,9.00E-10,0.531
742,[MML2015] 5BZQ J0513-2159,78.454625,-21.987808,0.016666667,1.296,,648,19.6,3.60E-13,QSO RLOUD FLAT RADIO SP.,223.564186,-30.777409,0,,0.844
2075,[MML2015] 5BZB J1312-2156,198.131458,-21.939828,0.016666667,1.491,?,349,18.1,,BL LAC,309.383575,40.667602,0,2.20E-09,0.545
2016,[MML2015] 5BZU J1256-2155,194.10625,-21.922578,0.016666667,0.129,,71,15.9,,BLAZAR UNCERTAIN TYPE,304.462984,40.934345,0,,0.368
371,[MML2015] 5BZQ J0220-2151,35.146458,-21.853358,0.016666667,2.552,,137,18.6,,QSO RLOUD FLAT RADIO SP.,203.208043,-69.076335,0,,0.619
1813,[MML2015] 5BZQ J1159-2148,179.96625,-21.814919,0.016666667,0.927,,386,17.8,,QSO RLOUD FLAT RADIO SP.,287.360583,39.492363,0,1.60E-09,0.672
3481,[MML2015] 5BZQ J2331-2148,352.76675,-21.804247,0.016666667,0.556,,50,19.4,2.90E-13,QSO RLOUD FLAT RADIO SP.,44.798368,-70.978175,0,2.20E-09,0.626
3103,[MML2015] 5BZQ J2036-2146,309.213208,-21.776858,0.016666667,2.299,,209,19,,QSO RLOUD FLAT RADIO SP.,23.23389,-32.415044,0,,0.685
94,[MML2015] 5BZQ J0037-2145,9.31175,-21.756858,0.016666667,2.513,,161,19.6,,QSO RLOUD FLAT RADIO SP.,91.161447,-83.733395,0,,0.714
