SOURCE_NUMBER,NAME,RA,DEC,Uncert (arcmin),REDSHIFT,REDSHIFT_FLAG,FLUX_1P4_GHZ,RMAG,XRAY_FLUX,OBJECT_TYPE,LII,BII,FLUX_143_GHZ,GR_PHOTON_FLUX,RO_SPECTRAL_INDEX
154,[MML2015] 5BZQ J0058+0620,14.640792,6.335108,0.016666667,0.592,,90,20.9,3.10E-13,QSO RLOUD FLAT RADIO SP.,126.140095,-56.49225,0,,0.815
2830,[MML2015] 5BZQ J1737+0621,264.307208,6.350997,0.016666667,1.207,,886,19.8,4.20E-13,QSO RLOUD FLAT RADIO SP.,30.152649,19.382309,0,7.00E-10,0.853
1424,[MML2015] 5BZB J1008+0621,152.003417,6.355889,0.016666667,0.65,,507,17.6,4.80E-13,BL LAC,233.521818,46.012293,358,1.00E-09,0.601
2643,[MML2015] 5BZB J1618+0622,244.627458,6.369828,0.016666667,,,40,18.6,3.60E-13,BL LAC,19.829382,36.723656,0,,0.48
2224,[MML2015] 5BZB J1354+0622,208.684208,6.380028,0.016666667,0.276,,30,18.6,,BL LAC,341.72999,64.372482,0,,0.552
1552,[MML2015] 5BZQ J1045+0624,161.469708,6.410139,0.016666667,1.509,,157,17.6,2.00E-13,QSO RLOUD FLAT RADIO SP.,241.977691,53.69642,0,,0.578
26,[MML2015] 5BZQ J0009+0625,2.321,6.431858,0.016666667,2.694,,180,19,8.00E-14,QSO RLOUD FLAT RADIO SP.,104.494905,-54.923825,0,5.00E-10,0.664
1210,[MML2015] 5BZG J0857+0627,134.373958,6.456997,0.016666667,0.338,,12,19.3,3.40E-13,BL LAC-GALAXY DOMINATED,222.102326,30.899714,0,,0.397
25,[MML2015] 5BZB J0009+0628,2.266292,6.472608,0.016666667,,,247,18.9,5.50E-13,BL LAC,104.424368,-54.869324,0,5.00E-10,0.696
1439,[MML2015] 5BZB J1012+0630,153.055625,6.515889,0.016666667,0.727,,536,17.3,3.20E-13,BL LAC,234.159267,46.974721,0,7.00E-10,0.55
2589,[MML2015] 5BZB J1601+0631,240.328958,6.526669,0.016666667,0.358,,36,18.5,,BL LAC,17.283948,40.507484,0,,0.498
2829,[MML2015] 5BZQ J1736+0631,264.119042,6.529858,0.016666667,2.387,,49,20.1,,QSO RLOUD FLAT RADIO SP.,30.233769,19.629504,0,7.00E-10,0.635
1962,[MML2015] 5BZB J1241+0636,190.451208,6.600278,0.016666667,,,17,18.5,1.00E-12,BL LAC,296.135968,69.344819,0,,0.409
944,[MML2015] 5BZQ J0726+0636,111.651458,6.611919,0.016666667,1.95,,119,18.9,,QSO RLOUD FLAT RADIO SP.,210.992354,10.814585,0,,0.617
3050,[MML2015] 5BZQ J2007+0636,301.799667,6.612389,0.016666667,2.864,,249,20.1,,QSO RLOUD FLAT RADIO SP.,47.803654,-13.558856,0,,0.727
1278,[MML2015] 5BZQ J0918+0636,139.601542,6.614808,0.016666667,4.217,?,31,19.9,,QSO RLOUD FLAT RADIO SP.,224.879785,35.548036,0,,0.543
602,[MML2015] 5BZQ J0406+0637,61.642958,6.620858,0.016666667,0.666,,218,19.4,,QSO RLOUD FLAT RADIO SP.,184.707393,-32.000966,0,,0.695
1913,[MML2015] 5BZB J1226+0638,186.684083,6.648358,0.016666667,,,17,17.2,9.50E-13,BL LAC,285.82877,68.695923,0,2.00E-10,0.287
610,[MML2015] 5BZB J0409+0640,62.357708,6.676419,0.016666667,0.805,,144,20,,BL LAC,185.16608,-31.405299,0,,0.675
1172,[MML2015] 5BZQ J0846+0641,131.708292,6.697,0.016666667,0.616,,87,17.3,8.60E-13,QSO RLOUD FLAT RADIO SP.,220.444519,28.663557,0,,0.483
713,[MML2015] 5BZQ J0457+0645,74.282125,6.752028,0.016666667,0.405,,518,18.9,5.20E-13,QSO RLOUD FLAT RADIO SP.,192.709967,-21.663658,550,1.40E-09,0.736
3277,[MML2015] 5BZQ J2212+0646,333.211792,6.769078,0.016666667,1.121,,327,19.3,2.20E-13,QSO RLOUD FLAT RADIO SP.,68.527602,-38.810924,199,1.20E-09,0.743
752,[MML2015] 5BZQ J0517+0648,79.463917,6.800889,0.016666667,0.84,,668,19.2,4.40E-13,QSO RLOUD FLAT RADIO SP.,195.555639,-17.272089,0,,0.772
3063,[MML2015] 5BZB J2014+0648,303.629458,6.814528,0.016666667,0.341,,16,17.8,4.20E-13,BL LAC,48.928685,-15.026767,0,5.00E-10,0.281
3241,[MML2015] 5BZQ J2157+0649,329.430167,6.822608,0.016666667,0.626,,252,20.1,2.50E-13,QSO RLOUD FLAT RADIO SP.,65.412172,-35.985752,0,,0.755
1901,[MML2015] 5BZQ J1223+0650,185.977542,6.834058,0.016666667,1.189,,276,19.6,1.80E-13,QSO RLOUD FLAT RADIO SP.,283.83225,68.678906,0,,0.761
1547,[MML2015] 5BZB J1043+0653,160.8495,6.886139,0.016666667,,,8,19.5,,BL LAC,240.706499,53.50392,0,,0.493
3217,[MML2015] 5BZQ J2148+0657,327.022708,6.960719,0.016666667,0.999,,2590,15.9,1.46E-12,QSO RLOUD FLAT RADIO SP.,63.655985,-34.071615,2034,4.00E-10,0.673
382,[MML2015] 5BZQ J0224+0659,36.118458,6.989808,0.016666667,0.511,,772,18.9,8.80E-13,QSO RLOUD FLAT RADIO SP.,159.722321,-49.120811,801,,0.794
2677,[MML2015] 5BZQ J1630+0701,247.674208,7.019189,0.016666667,0.736,,100,19.3,,QSO RLOUD FLAT RADIO SP.,22.317261,34.382116,0,,0.661
1677,[MML2015] 5BZQ J1120+0704,170.160167,7.079747,0.016666667,1.336,,242,20.6,9.00E-14,QSO RLOUD FLAT RADIO SP.,251.719522,60.574154,0,9.00E-10,0.818
2195,[MML2015] 5BZQ J1345+0706,206.455458,7.108639,0.016666667,1.093,,138,19.7,2.90E-13,QSO RLOUD FLAT RADIO SP.,338.214906,66.181243,0,6.00E-10,0.745
3226,[MML2015] 5BZQ J2151+0709,327.880958,7.157439,0.016666667,1.364,?,881,18,,QSO RLOUD FLAT RADIO SP.,64.500049,-34.59924,0,,0.721
1518,[MML2015] 5BZU J1033+0711,158.39175,7.190578,0.016666667,1.535,,156,20.2,,BLAZAR UNCERTAIN TYPE,237.910921,51.725405,0,,0.697
520,[MML2015] 5BZB J0323+0717,50.961625,7.293639,0.016666667,,,4,19.1,2.07E-12,BL LAC CANDIDATE,175.476484,-39.552594,0,,0.255
3204,[MML2015] 5BZB J2145+0719,326.467917,7.324219,0.016666667,0.237,,102,17.9,4.76E-12,BL LAC,63.571911,-33.415658,0,,0.553
1950,[MML2015] 5BZQ J1238+0723,189.510167,7.389389,0.016666667,1.172,?,320,21,,QSO RLOUD FLAT RADIO SP.,293.175722,70.006954,0,,0.916
1523,[MML2015] 5BZB J1035+0723,158.781792,7.394028,0.016666667,,,13,19.6,,BL LAC,238.008035,52.158405,0,,0.561
3327,[MML2015] 5BZQ J2238+0724,339.543292,7.403889,0.016666667,1.011,,119,17.8,,QSO RLOUD FLAT RADIO SP.,75.054939,-42.746842,0,,0.533
3004,[MML2015] 5BZU J1933+0726,293.334542,7.439389,0.016666667,,,95,16.6,1.33E-12,BLAZAR UNCERTAIN TYPE,44.378821,-5.820079,0,1.20E-09,0.325
3057,[MML2015] 5BZQ J2009+0727,302.48125,7.453808,0.016666667,0.762,,269,19,,QSO RLOUD FLAT RADIO SP.,48.902063,-13.720609,0,,0.65
1957,[MML2015] 5BZU J1239+0730,189.852458,7.504778,0.016666667,0.4,,568,18,4.40E-13,BLAZAR UNCERTAIN TYPE,294.112728,70.170295,451,4.00E-10,0.65
1620,[MML2015] 5BZB J1104+0730,166.10025,7.51475,0.016666667,,,78,17,,BL LAC,245.694791,57.939167,0,8.00E-10,0.494
2277,[MML2015] 5BZQ J1410+0731,212.646167,7.522639,0.016666667,0.901,,192,20.9,,QSO RLOUD FLAT RADIO SP.,350.308915,62.864635,229,,0.87
1866,[MML2015] 5BZG J1215+0732,183.795708,7.534639,0.016666667,0.136,,137,16.4,3.27E-12,BL LAC-GALAXY DOMINATED,277.585907,68.603493,0,,0.397
2493,[MML2015] 5BZQ J1520+0732,230.189708,7.541719,0.016666667,1.076,,145,17.3,1.80E-13,QSO RLOUD FLAT RADIO SP.,10.952717,49.588001,0,,0.514
773,[MML2015] 5BZQ J0532+0732,83.162458,7.545358,0.016666667,1.254,,2729,17.5,3.10E-13,QSO RLOUD FLAT RADIO SP.,196.841631,-13.738691,768,4.10E-09,0.709
3487,[MML2015] 5BZQ J2334+0736,353.553458,7.607669,0.016666667,0.401,,631,17.2,1.06E-12,QSO RLOUD FLAT RADIO SP.,91.88495,-50.550065,0,9.00E-10,0.675
3295,[MML2015] 5BZQ J2219+0736,334.960042,7.614139,0.016666667,0.611,,100,18.1,3.90E-13,QSO RLOUD FLAT RADIO SP.,70.865798,-39.469723,0,,0.508
2748,[MML2015] 5BZQ J1658+0741,254.5375,7.690969,0.016666667,0.621,,1413,19.5,5.60E-13,QSO RLOUD FLAT RADIO SP.,26.699011,28.650105,772,,0.885
2659,[MML2015] 5BZQ J1623+0741,245.992708,7.691808,0.016666667,1.297,,100,17.9,7.00E-13,QSO RLOUD FLAT RADIO SP.,22.079794,36.169825,0,,0.543
604,[MML2015] 5BZB J0407+0742,61.871208,7.702078,0.016666667,1.133,?,296,17.3,2.30E-13,BL LAC,183.872203,-31.15593,0,7.00E-10,0.458
3390,[MML2015] 5BZB J2257+0743,344.322042,7.720078,0.016666667,0.19,,394,16.1,2.50E-13,BL LAC,80.425284,-45.521924,373,,0.49
160,[MML2015] 5BZU J0100+0745,15.086667,7.764278,0.016666667,,,99,21.3,,BLAZAR UNCERTAIN TYPE,126.785152,-55.040805,0,2.00E-09,0.769
459,[MML2015] 5BZQ J0259+0747,44.862792,7.794328,0.016666667,0.893,,834,16.9,1.20E-13,QSO RLOUD FLAT RADIO SP.,169.115907,-43.30748,0,6.00E-10,0.594
2428,[MML2015] 5BZU J1457+0749,224.408875,7.831858,0.016666667,1.838,,235,20.5,,BLAZAR UNCERTAIN TYPE,5.969623,54.439231,0,,0.746
2201,[MML2015] 5BZG J1348+0756,207.2225,7.946578,0.016666667,0.25,,53,17.1,1.33E-12,BL LAC-GALAXY DOMINATED,340.932841,66.481417,0,,0.362
545,[MML2015] 5BZQ J0334+0800,53.722167,8.003997,0.016666667,1.982,,306,22.5,,QSO RLOUD FLAT RADIO SP.,177.239479,-37.087276,0,,0.945
2171,[MML2015] 5BZB J1339+0800,204.794958,8.006808,0.016666667,,,13,19.2,,BL LAC,335.729312,67.785268,0,,0.476
3463,[MML2015] 5BZB J2324+0802,351.18875,8.034969,0.016666667,,,76,16.8,,BL LAC,89.024884,-49.045393,0,7.00E-10,0.371
1305,[MML2015] 5BZB J0926+0803,141.67575,8.050078,0.016666667,,,31,19.8,,BL LAC,224.532659,38.040983,0,,0.637
641,[MML2015] 5BZQ J0424+0805,66.239958,8.088058,0.016666667,3.085,,149,19.9,8.00E-14,QSO RLOUD FLAT RADIO SP.,186.529213,-27.480147,0,,0.68
3147,[MML2015] 5BZQ J2110+0809,317.540292,8.165389,0.016666667,1.58,,77,19.4,,QSO RLOUD FLAT RADIO SP.,58.143089,-25.881367,0,1.00E-09,0.63
3124,[MML2015] 5BZB J2052+0810,313.179292,8.177078,0.016666667,,,6,20.3,2.02E-12,BL LAC,55.461399,-22.325351,0,,0.499
1638,[MML2015] 5BZQ J1108+0811,167.156292,8.183639,0.016666667,1.123,,115,21.5,,QSO RLOUD FLAT RADIO SP.,246.045283,59.167336,0,,0.862
3453,[MML2015] 5BZQ J2322+0812,350.650375,8.200439,0.016666667,2.09,,1185,18.3,1.70E-13,QSO RLOUD FLAT RADIO SP.,88.453058,-48.633319,0,,0.769
2447,[MML2015] 5BZQ J1504+0813,226.1005,8.227669,0.016666667,2.832,,30,20.5,,QSO RLOUD FLAT RADIO SP.,8.183821,53.317111,0,,0.631
2457,[MML2015] 5BZB J1506+0814,226.68525,8.233497,0.016666667,,,85,17.2,1.52E-12,BL LAC,8.745294,52.846772,0,6.00E-10,0.441
2794,[MML2015] 5BZQ J1719+0817,259.9675,8.284328,0.016666667,1.185,,313,16.5,,QSO RLOUD FLAT RADIO SP.,29.962392,24.097402,0,,0.531
2554,[MML2015] 5BZB J1546+0819,236.517708,8.320389,0.016666667,,,11,17.4,9.90E-13,BL LAC,16.795806,44.675255,0,3.00E-10,0.264
2642,[MML2015] 5BZQ J1618+0819,244.612208,8.33075,0.016666667,0.446,,128,17.3,1.20E-12,QSO RLOUD FLAT RADIO SP.,21.981079,37.67673,0,,0.501
1894,[MML2015] 5BZG J1221+0821,185.383542,8.362278,0.016666667,0.132,,177,17.1,1.14E-12,BL LAC-GALAXY DOMINATED,280.885556,69.943625,0,,0.4
300,[MML2015] 5BZB J0154+0823,28.5115,8.397528,0.016666667,,,207,17.1,1.15E-12,BL LAC,148.243411,-51.37108,0,1.80E-09,0.497
2722,[MML2015] 5BZQ J1650+0824,252.6565,8.4145,0.016666667,1.965,,160,19.9,,QSO RLOUD FLAT RADIO SP.,26.47979,30.639044,0,7.00E-10,0.725
1661,[MML2015] 5BZU J1116+0829,169.0415,8.489439,0.016666667,0.486,,245,20.2,,BLAZAR UNCERTAIN TYPE,248.078326,60.760437,0,,0.752
1861,[MML2015] 5BZQ J1214+0829,183.749583,8.489578,0.016666667,2.359,,231,20.2,,QSO RLOUD FLAT RADIO SP.,276.419665,69.463682,0,,0.795
1986,[MML2015] 5BZB J1248+0830,192.107917,8.505828,0.016666667,0.43,,0.8,19.2,5.70E-13,BL LAC,300.605304,71.363995,0,,0.28
2210,[MML2015] 5BZQ J1351+0830,207.8205,8.511078,0.016666667,1.429,,346,17.6,,QSO RLOUD FLAT RADIO SP.,342.961656,66.61173,0,,0.629
2286,[MML2015] 5BZQ J1415+0832,213.791292,8.534828,0.016666667,0.327,,90,19.7,4.90E-13,QSO RLOUD FLAT RADIO SP.,353.639809,62.83831,0,,0.66
1384,[MML2015] 5BZB J0955+0833,148.75775,8.561719,0.016666667,,,12,19.2,,BL LAC,228.466679,44.41637,0,,0.467
3473,[MML2015] 5BZQ J2329+0834,352.274083,8.571078,0.016666667,0.948,,173,20.4,6.00E-14,QSO RLOUD FLAT RADIO SP.,90.855099,-49.103944,0,,0.798
361,[MML2015] 5BZB J0217+0837,34.321333,8.617778,0.016666667,,,315,17.4,7.10E-13,BL LAC,156.126227,-48.642434,387,1.60E-09,0.587
3408,[MML2015] 5BZQ J2306+0837,346.50525,8.620939,0.016666667,1.306,,79,19.1,,QSO RLOUD FLAT RADIO SP.,83.69185,-46.065041,0,,0.594
1114,[MML2015] 5BZB J0827+0841,126.7795,8.689308,0.016666667,,,15,19.5,6.00E-13,BL LAC CANDIDATE,215.991903,25.188772,0,,0.449
250,[MML2015] 5BZQ J0130+0842,22.615167,8.712828,0.016666667,0.725,,210,20.5,,QSO RLOUD FLAT RADIO SP.,139.065343,-52.932203,0,,0.797
1127,[MML2015] 5BZQ J0831+0847,127.9795,8.795439,0.016666667,0.941,,95,19.7,3.20E-13,QSO RLOUD FLAT RADIO SP.,216.462781,26.301478,833,,0.686
320,[MML2015] 5BZB J0202+0849,30.61,8.820439,0.016666667,,,135,19.1,1.15E-12,BL LAC,150.973572,-50.145517,0,9.00E-10,0.601
1997,[MML2015] 5BZB J1252+0849,193.144042,8.828889,0.016666667,0.37,?,47,19,,BL LAC,303.827415,71.698658,0,,0.619
2567,[MML2015] 5BZB J1552+0850,238.013542,8.846469,0.016666667,,,126,18,,BL LAC,18.45592,43.652316,0,6.00E-10,0.552
2512,[MML2015] 5BZG J1531+0852,232.904292,8.878669,0.016666667,0.159,,35,16.9,7.40E-13,BL LAC-GALAXY DOMINATED,14.851681,48.033548,0,,0.306
2072,[MML2015] 5BZB J1311+0853,197.982292,8.894719,0.016666667,0.469,,5,19.3,2.69E-12,BL LAC,318.76381,71.133906,0,,0.42
44,[MML2015] 5BZG J0014+0854,3.582292,8.900389,0.016666667,0.162,,324,17.2,6.70E-13,BL LAC-GALAXY DOMINATED,107.634547,-52.865654,0,,0.486
1075,[MML2015] 5BZG J0814+0857,123.590208,8.951778,0.016666667,0.23,?,11,18.4,3.90E-13,BL LAC-GALAXY DOMINATED,214.231374,22.466929,0,,0.33
1245,[MML2015] 5BZB J0907+0857,136.750292,8.964247,0.016666667,,,11,19.6,,BL LAC,220.74284,34.142773,0,,0.523
751,[MML2015] 5BZU J0517+0858,79.416833,8.976608,0.016666667,0.328,,73,19,,BLAZAR UNCERTAIN TYPE,193.592833,-16.175504,0,,0.47
1670,[MML2015] 5BZG J1119+0900,169.78725,9.006358,0.016666667,0.33,,22,17.5,6.50E-13,BL LAC-GALAXY DOMINATED,248.326693,61.652723,0,,0.313
1816,[MML2015] 5BZQ J1201+0900,180.364167,9.011189,0.016666667,1.016,,17,16.5,4.00E-13,QSO RLOUD FLAT RADIO SP.,267.496077,68.372988,0,,0.313
2909,[MML2015] 5BZQ J1818+0903,274.666917,9.062828,0.016666667,0.354,,75,18.5,,QSO RLOUD FLAT RADIO SP.,37.379239,11.365432,0,1.80E-09,0.536
501,[MML2015] 5BZB J0316+0904,49.052958,9.078689,0.016666667,,,55,17.2,1.89E-12,BL LAC,172.104844,-39.590564,0,2.30E-09,0.345
998,[MML2015] 5BZU J0747+0905,116.842542,9.098139,0.016666667,,,40,17,2.33E-12,BLAZAR UNCERTAIN TYPE,211.022995,16.525951,0,,0.323
2410,[MML2015] 5BZQ J1450+0910,222.629875,9.174439,0.016666667,2.611,,331,19.7,,QSO RLOUD FLAT RADIO SP.,6.016954,56.652215,0,,0.781
1788,[MML2015] 5BZQ J1153+0914,178.30225,9.233969,0.016666667,0.696,,809,17.8,2.80E-13,QSO RLOUD FLAT RADIO SP.,262.658518,67.431908,0,,0.681
1717,[MML2015] 5BZQ J1132+0914,173.136167,9.241139,0.016666667,1.575,,43,20.2,,QSO RLOUD FLAT RADIO SP.,253.056457,64.174964,0,,0.638
233,[MML2015] 5BZB J0124+0918,21.1855,9.313689,0.016666667,0.338,,2,19.1,2.10E-13,BL LAC,136.562991,-52.674387,0,,0.326
1801,[MML2015] 5BZB J1155+0926,178.826125,9.444778,0.016666667,,,19,19.4,2.00E-13,BL LAC,263.447556,67.902838,0,,0.545
2825,[MML2015] 5BZU J1734+0926,263.743208,9.449528,0.016666667,0.735,?,1088,20.8,,BLAZAR UNCERTAIN TYPE,32.85907,21.24562,0,,0.881
1870,[MML2015] 5BZG J1216+0929,184.025917,9.485939,0.016666667,0.094,,144,15.4,1.02E-12,BL LAC-GALAXY DOMINATED,275.96871,70.485151,0,,0.343
3211,[MML2015] 5BZQ J2147+0929,326.792292,9.496308,0.016666667,1.113,,960,17.9,6.70E-13,QSO RLOUD FLAT RADIO SP.,65.795649,-32.262197,380,3.50E-09,0.735
3515,[MML2015] 5BZQ J2346+0930,356.6535,9.512639,0.016666667,0.677,,1804,16.1,1.16E-12,QSO RLOUD FLAT RADIO SP.,97.502986,-50.131168,0,,0.621
2881,[MML2015] 5BZQ J1803+0934,270.890208,9.573858,0.016666667,0.683,,161,20.5,,QSO RLOUD FLAT RADIO SP.,36.181792,14.941935,0,,0.754
1808,[MML2015] 5BZB J1158+0937,179.7265,9.619919,0.016666667,,,34,18.3,,BL LAC,265.159312,68.547831,0,7.00E-10,0.463
3002,[MML2015] 5BZB J1931+0937,292.79,9.621528,0.016666667,,,19,16.8,7.36E-12,BL LAC,46.047895,-4.307547,0,3.10E-09,0.095
1139,[MML2015] 5BZB J0835+0937,128.93,9.621669,0.016666667,,,79,18.3,,BL LAC,216.087263,27.505977,0,,0.525
385,[MML2015] 5BZU J0226+0937,36.557,9.624078,0.016666667,2.605,?,375,17.8,,BLAZAR UNCERTAIN TYPE,158.193159,-46.655666,0,7.00E-10,0.524
2859,[MML2015] 5BZB J1751+0939,267.88675,9.650189,0.016666667,0.322,,623,17,1.18E-12,BL LAC,34.919443,17.645133,2908,4.60E-09,0.649
3468,[MML2015] 5BZQ J2327+0940,351.889917,9.669308,0.016666667,1.843,,741,17.9,7.30E-13,QSO RLOUD FLAT RADIO SP.,91.142305,-47.957727,557,2.00E-09,0.702
2206,[MML2015] 5BZG J1350+0940,207.59225,9.669639,0.016666667,0.133,,293,15.7,3.74E-12,BL LAC-GALAXY DOMINATED,344.244404,67.681782,0,,0.439
1538,[MML2015] 5BZB J1040+0947,160.120875,9.798389,0.016666667,0.304,,29,18.4,,BL LAC,235.957794,54.616081,0,,0.529
3336,[MML2015] 5BZQ J2241+0953,340.457167,9.897889,0.016666667,1.707,,481,18.6,3.90E-13,QSO RLOUD FLAT RADIO SP.,78.167409,-41.441711,281,,0.726
1029,[MML2015] 5BZB J0757+0956,119.277667,9.943028,0.016666667,0.266,,956,15.1,1.18E-12,BL LAC,211.311562,19.056924,1105,2.00E-09,0.468
2395,[MML2015] 5BZQ J1445+0958,221.318583,9.976689,0.016666667,3.52,,2418,17.9,4.20E-13,QSO RLOUD FLAT RADIO SP.,5.786907,58.168833,0,,0.806
2507,[MML2015] 5BZQ J1526+0959,231.693083,9.98625,0.016666667,1.359,,476,18.4,2.70E-13,QSO RLOUD FLAT RADIO SP.,15.36731,49.627012,0,,0.701
114,[MML2015] 5BZQ J0042+1009,10.684792,10.16375,0.016666667,1.657,,232,22.1,,QSO RLOUD FLAT RADIO SP.,119.402355,-52.648374,0,,0.949
989,[MML2015] 5BZQ J0745+1011,116.38775,10.186858,0.016666667,2.624,,3506,21.9,2.60E-13,QSO RLOUD FLAT RADIO SP.,209.796551,16.591937,0,,1.167
736,[MML2015] 5BZQ J0509+1011,77.364417,10.195719,0.016666667,0.621,,465,18.5,4.30E-13,QSO RLOUD FLAT RADIO SP.,191.388866,-17.236528,0,1.30E-09,0.667
2800,[MML2015] 5BZQ J1722+1013,260.685708,10.226608,0.016666667,0.732,,540,19.4,5.20E-13,QSO RLOUD FLAT RADIO SP.,32.218257,24.300131,0,2.30E-09,0.775
3239,[MML2015] 5BZQ J2157+1014,329.303542,10.240219,0.016666667,0.761,,303,19.6,3.80E-13,QSO RLOUD FLAT RADIO SP.,68.416929,-33.617061,184,,0.768
1405,[MML2015] 5BZQ J1001+1015,150.490542,10.263808,0.016666667,1.533,,306,18.2,,QSO RLOUD FLAT RADIO SP.,227.547396,46.741313,0,,0.656
1358,[MML2015] 5BZQ J0946+1017,146.646042,10.285028,0.016666667,1.007,,411,19.2,,QSO RLOUD FLAT RADIO SP.,224.976066,43.422007,0,1.00E-09,0.758
1008,[MML2015] 5BZQ J0750+1021,117.637,10.357419,0.016666667,1.117,,153,20.1,,QSO RLOUD FLAT RADIO SP.,210.1873,17.775464,0,,0.755
1983,[MML2015] 5BZQ J1247+1022,191.947208,10.375439,0.016666667,1.382,,85,17.4,,QSO RLOUD FLAT RADIO SP.,299.821306,73.225144,0,,0.496
2079,[MML2015] 5BZQ J1313+1027,198.4235,10.454,0.016666667,2.912,,81,18.8,,QSO RLOUD FLAT RADIO SP.,321.440951,72.521162,0,,0.581
2614,[MML2015] 5BZQ J1608+1029,242.192458,10.4855,0.016666667,1.226,,1392,18.1,5.30E-13,QSO RLOUD FLAT RADIO SP.,23.028282,40.788556,499,1.60E-09,0.778
482,[MML2015] 5BZQ J0309+1029,47.265042,10.487858,0.016666667,0.863,,505,19.9,3.90E-13,QSO RLOUD FLAT RADIO SP.,169.179117,-39.719042,805,1.50E-09,0.78
2448,[MML2015] 5BZQ J1504+1029,226.104042,10.494219,0.016666667,1.839,,1774,18.2,1.60E-13,QSO RLOUD FLAT RADIO SP.,11.381918,54.580642,630,4.01E-08,0.816
3021,[MML2015] 5BZB J1942+1033,295.697792,10.557497,0.016666667,,,99,15.4,2.86E-12,BL LAC,48.257242,-6.364994,0,2.80E-09,0.216
1769,[MML2015] 5BZB J1149+1035,177.481958,10.585578,0.016666667,,,11,19.1,1.30E-13,BL LAC,258.799684,68.01596,0,,0.446
2416,[MML2015] 5BZQ J1453+1036,223.256208,10.604778,0.016666667,2.274,,183,19.3,,QSO RLOUD FLAT RADIO SP.,8.800404,56.977572,0,,0.701
1993,[MML2015] 5BZB J1251+1039,192.8245,10.651469,0.016666667,0.245,,5,18.2,8.90E-13,BL LAC,302.810709,73.523185,0,4.00E-10,0.368
1324,[MML2015] 5BZB J0932+1042,143.163958,10.709747,0.016666667,0.361,,32,18,5.50E-13,BL LAC,222.359738,40.571588,0,,0.497
2343,[MML2015] 5BZQ J1430+1043,217.540542,10.724139,0.016666667,1.705,,290,18.5,3.00E-13,QSO RLOUD FLAT RADIO SP.,2.451379,61.571271,0,,0.708
2915,[MML2015] 5BZQ J1824+1044,276.011917,10.739939,0.016666667,1.36,,968,16.5,4.20E-13,QSO RLOUD FLAT RADIO SP.,39.507023,10.907632,0,,0.583
312,[MML2015] 5BZB J0159+1047,29.89325,10.784858,0.016666667,0.195,,47,17.4,1.75E-12,BL LAC,148.748762,-48.641629,0,1.10E-09,0.467
346,[MML2015] 5BZB J0211+1051,32.804917,10.859669,0.016666667,,,319,15.4,3.83E-12,BL LAC,152.57791,-47.367515,1228,2.60E-09,0.408
18,[MML2015] 5BZG J0006+1051,1.5845,10.864358,0.016666667,0.168,,12,15.6,1.72E-12,BL LAC-GALAXY DOMINATED,105.375842,-50.463694,0,,0.105
3420,[MML2015] 5BZQ J2310+1055,347.618792,10.925189,0.016666667,2.484,?,287,20.7,2.30E-13,QSO RLOUD FLAT RADIO SP.,86.807126,-44.749148,0,,0.846
3096,[MML2015] 5BZQ J2035+1056,308.843,10.935219,0.016666667,0.601,,1075,17.4,2.70E-13,QSO RLOUD FLAT RADIO SP.,55.39815,-17.237628,455,1.50E-09,0.648
29,[MML2015] 5BZQ J0010+1058,2.629167,10.974889,0.016666667,0.089,,98,15.8,6.14E-12,QSO RLOUD FLAT RADIO SP.,106.979381,-50.625027,1404,,0.466
3480,[MML2015] 5BZQ J2330+1100,352.670208,11.005189,0.016666667,1.489,,1204,18.6,3.30E-13,QSO RLOUD FLAT RADIO SP.,93.067378,-47.129849,0,4.00E-10,0.798
425,[MML2015] 5BZQ J0242+1101,40.6215,11.016858,0.016666667,2.68,,1664,19.6,,QSO RLOUD FLAT RADIO SP.,161.856623,-43.305672,318,,0.876
2595,[MML2015] 5BZB J1603+1105,240.924708,11.096858,0.016666667,,,196,17.8,,BL LAC,23.006783,42.175759,357,,0.663
3525,[MML2015] 5BZQ J2350+1106,357.508458,11.110189,0.016666667,0.921,,273,20.9,,QSO RLOUD FLAT RADIO SP.,99.624728,-48.962844,0,,0.857
1281,[MML2015] 5BZB J0919+1106,139.856917,11.116528,0.016666667,0.425,,35,18.9,1.13E-12,BL LAC,220.03528,37.8389,0,,0.536
2501,[MML2015] 5BZQ J1525+1107,231.262208,11.128919,0.016666667,0.333,,408,18.5,1.65E-12,QSO RLOUD FLAT RADIO SP.,16.57963,50.565292,0,,0.678
2577,[MML2015] 5BZB J1555+1111,238.929292,11.190108,0.016666667,,,312,14.2,1.79E-11,BL LAC,21.908888,43.964217,0,1.40E-08,0.351
2211,[MML2015] 5BZB J1351+1114,207.836875,11.248078,0.016666667,,,42,18.5,1.07E-12,BL LAC,347.376848,68.777547,0,4.00E-10,0.513
3201,[MML2015] 5BZQ J2145+1115,326.32825,11.257578,0.016666667,0.548,,387,18.1,7.40E-13,QSO RLOUD FLAT RADIO SP.,67.003807,-30.762309,0,,0.662
3223,[MML2015] 5BZB J2150+1119,327.715458,11.321278,0.016666667,0.495,?,10,18.9,,BL LAC,68.117744,-31.735848,0,,0.374
2565,[MML2015] 5BZU J1550+1120,237.681625,11.3465,0.016666667,0.436,,668,18.8,1.25E-12,BLAZAR UNCERTAIN TYPE,21.320748,45.124393,0,,0.705
